Title,Publishing Date,Source
Taliban fire in air to scatter hundreds of protesters in Kabul,"September 7, 2021 ",https://www.reuters.com/world/india/taliban-fire-air-scatter-kabul-protesters-no-reports-injuries-2021-09-07/
UK PM Johnson raises taxes to tackle health and social care crisis,"September 7, 2021 ",https://www.reuters.com/world/uk/uk-pm-johnson-address-lawmakers-social-care-plan-2021-09-06/
World's top three Christian leaders in climate appeal ahead of U.N. summit,"September 7, 2021 ",https://www.reuters.com/business/environment/worlds-top-three-christian-leaders-climate-appeal-ahead-un-summit-2021-09-07/
Canada's Trudeau hit by gravel on campaign trail dogged by anti-vax hecklers,"September 7, 2021 ",https://www.reuters.com/world/americas/canadas-trudeau-trailing-polls-goes-attack-two-weeks-before-vote-2021-09-06/
UK employers say Johnson's tax hike will cost jobs,"September 7, 2021 ",https://www.reuters.com/world/uk/uk-employers-says-johnsons-tax-hike-will-cost-jobs-2021-09-07/
Sweden to remove most remaining pandemic restrictions this month,"September 7, 2021 ",https://www.reuters.com/world/europe/sweden-remove-most-remaining-pandemic-restrictions-this-month-2021-09-07/
Factbox: Global big banks plot back-to-office plans as vaccines roll out,"September 7, 2021 ",https://www.reuters.com/business/global-big-banks-plot-back-to-office-plans-vaccines-roll-out-2021-05-11/
"Squeaking, hairless and pink: twin giant pandas born at Madrid Zoo","September 7, 2021 ",https://www.reuters.com/lifestyle/squeaking-hairless-pink-twin-giant-pandas-born-madrid-zoo-2021-09-06/
Planned Parenthood wins restraining order against Texas anti-abortion group,"September 7, 2021 ",https://www.reuters.com/world/us/planned-parenthood-wins-restraining-order-against-texas-anti-abortion-group-2021-09-04/
What you need to know about the coronavirus right now,"September 7, 2021 ",https://www.reuters.com/business/healthcare-pharmaceuticals/what-you-need-know-about-coronavirus-right-now-2021-03-02/
What you need to know about the coronavirus right now,"September 7, 2021 ",https://www.reuters.com/business/healthcare-pharmaceuticals/what-you-need-know-about-coronavirus-right-now-2021-03-02/
"Theranos founder's defense may turn on state of mind, experts say","September 7, 2021 ",https://www.reuters.com/business/healthcare-pharmaceuticals/theranos-founders-defense-may-turn-state-mind-experts-say-2021-09-07/
Factbox: How does the UK government plan to pay for health and social care?,"September 7, 2021 ",https://www.reuters.com/world/uk/how-does-uk-government-plan-pay-health-social-care-2021-09-07/
Pound extends day's losses after UK announces tax hikes,"September 7, 2021 ",https://www.reuters.com/world/uk/sterling-sinks-second-day-dollar-strength-2021-09-07/
UK's Sunak to set out spending and budget plans on Oct. 27,"September 7, 2021 ",https://www.reuters.com/world/uk/uks-sunak-deliver-3-year-spending-plan-budget-oct-27-2021-09-07/
Vaccine makers should supply shots for trials to help spur sector -CEPI,"September 7, 2021 ",https://www.reuters.com/business/healthcare-pharmaceuticals/vaccine-makers-should-supply-shots-trials-help-spur-sector-cepi-2021-09-07/
Filibuster imperils Pelosi's abortion bill in U.S. Senate - Klobuchar,"September 7, 2021 ",https://www.reuters.com/world/us/filibuster-imperils-pelosis-abortion-bill-us-senate-klobuchar-2021-09-05/
